station_name,weather_date,temperature,relative_humidity,wind_direction,wind_speed,precipitation,ffmc,isi,fwi
MOUNT CAYLEY,2021052703,-0.1,100,43,0,0.2,,,
MOUNT CAYLEY,2021052704,0.5,100,181,0,0,,,
MOUNT CAYLEY,2021052705,0.5,100,102,0,0.2,,,
MOUNT CAYLEY,2021052706,0.7,100,22,0,0.2,,,
MOUNT CAYLEY,2021052707,0.9,100,341,0.6,0.7,,,
MOUNT CAYLEY,2021052708,1.8,100,168,7.3,2.6,,,
MOUNT CAYLEY,2021052709,2.6,100,259,3.3,2.8,,,
MOUNT CAYLEY,2021052710,2.5,100,174,5.5,3.9,,,
MOUNT CAYLEY,2021052711,3.1,92,177,6.3,7.8,,,
MOUNT CAYLEY,2021052712,3.2,100,193,3.8,6.9,,,
MOUNT CAYLEY,2021052713,3,90,153,1.8,5.9,,,
MOUNT CAYLEY,2021052714,2,100,109,2.6,2.8,,,
MOUNT CAYLEY,2021052715,1.9,100,129,1.1,1.3,,,
MOUNT CAYLEY,2021052716,1.4,100,205,0,1.3,,,
MOUNT CAYLEY,2021052717,1.2,100,211,2.9,0.9,,,
MOUNT CAYLEY,2021052718,0.1,100,303,1.4,0.2,,,
MOUNT CAYLEY,2021052719,-0.2,100,220,1,0,,,
MOUNT CAYLEY,2021052720,-0.3,100,152,0,0,,,
MOUNT CAYLEY,2021052721,-0.6,100,143,0,0,,,
MOUNT CAYLEY,2021052722,-0.7,100,94,0,0,,,
MOUNT CAYLEY,2021052723,-0.8,100,74,0,0,,,
MOUNT CAYLEY,2021052800,-0.6,100,273,0,0,,,
MOUNT CAYLEY,2021052801,-0.6,100,184,0,0,,,
MOUNT CAYLEY,2021052802,-0.6,100,38,0,0,,,
MOUNT CAYLEY,2021052803,-0.7,100,161,0,0,,,
MOUNT CAYLEY,2021052804,-0.8,100,38,0,0,,,
MOUNT CAYLEY,2021052805,0.3,100,285,0,0,,,
MOUNT CAYLEY,2021052806,0.7,100,211,0.4,1.3,,,
MOUNT CAYLEY,2021052807,1.1,100,272,1.3,0.4,,,
MOUNT CAYLEY,2021052808,3.4,94,201,1.8,0,,,
MOUNT CAYLEY,2021052809,3.8,88,202,1.5,0,,,
MOUNT CAYLEY,2021052810,5.6,80,217,1.4,0,,,
MOUNT CAYLEY,2021052811,5.2,86,242,4,0,,,
MOUNT CAYLEY,2021052812,5.2,89,247,2.8,0,,,
MOUNT CAYLEY,2021052813,7.8,69,233,6.6,0,,,
MOUNT CAYLEY,2021052814,7.9,57,214,7.1,0,,,
MOUNT CAYLEY,2021052815,6.7,57,245,7.5,0,,,
MOUNT CAYLEY,2021052816,7.8,57,263,5.2,0,,,
MOUNT CAYLEY,2021052817,4.2,69,278,1.2,0,,,
MOUNT CAYLEY,2021052818,5,74,248,1,0,,,
MOUNT CAYLEY,2021052819,3,77,288,0.6,0,,,
MOUNT CAYLEY,2021052820,1.4,98,95,0,0,,,
MOUNT CAYLEY,2021052821,1.1,100,84,0.3,0,,,
MOUNT CAYLEY,2021052822,1.2,98,43,1.1,0,,,
MOUNT CAYLEY,2021052823,0.8,100,112,1,0,,,
MOUNT CAYLEY,2021052900,0.6,100,112,0.8,0,,,
MOUNT CAYLEY,2021052901,0.6,98,83,0.4,0,,,
MOUNT CAYLEY,2021052902,0.6,96,90,0.1,0,,,
MOUNT CAYLEY,2021052903,0.5,99,110,1.5,0,,,
MOUNT CAYLEY,2021052904,0.5,98,80,0.3,0,,,
MOUNT CAYLEY,2021052905,1.3,82,128,1.2,0,,,
MOUNT CAYLEY,2021052906,5.3,58,139,0.1,0,,,
MOUNT CAYLEY,2021052907,8.3,52,261,0.6,0,,,
MOUNT CAYLEY,2021052908,10.4,48,315,0.2,0,,,
MOUNT CAYLEY,2021052909,10.9,31,119,1.1,0,,,
MOUNT CAYLEY,2021052910,12.6,36,28,2,0,,,
MOUNT CAYLEY,2021052911,12.7,41,300,1.7,0,,,
MOUNT CAYLEY,2021052912,12.8,36,2,1.9,0,,,
MOUNT CAYLEY,2021052913,13.7,34,279,2.7,0,,,
MOUNT CAYLEY,2021052914,13.4,33,268,5.6,0,,,
MOUNT CAYLEY,2021052915,13.6,33,255,3.9,0,,,
MOUNT CAYLEY,2021052916,12.9,40,352,1.4,0,,,
MOUNT CAYLEY,2021052917,12.2,42,14,1.5,0,,,
MOUNT CAYLEY,2021052918,11.4,46,220,0.7,0,,,
MOUNT CAYLEY,2021052919,8.8,52,143,1,0,,,
MOUNT CAYLEY,2021052920,7.4,53,83,1.9,0,,,
MOUNT CAYLEY,2021052921,7,54,84,0.9,0,,,
MOUNT CAYLEY,2021052922,7.2,50,64,3.3,0,,,
MOUNT CAYLEY,2021052923,6.9,36,124,2.2,0,,,
MOUNT CAYLEY,2021053000,6.5,28,103,0.2,0,,,
MOUNT CAYLEY,2021053001,6.9,29,122,2.5,0,,,
MOUNT CAYLEY,2021053002,7.1,18,73,2.7,0,,,
MOUNT CAYLEY,2021053003,6.9,19,111,0.6,0,,,
MOUNT CAYLEY,2021053004,7.1,25,69,2.6,0,,,
MOUNT CAYLEY,2021053005,7.8,26,172,0,0,,,
MOUNT CAYLEY,2021053006,8.1,26,54,0.1,0,,,
MOUNT CAYLEY,2021053007,8.7,31,141,0,0,,,
MOUNT CAYLEY,2021053008,9.2,37,235,0.9,0,,,
MOUNT CAYLEY,2021053009,8,47,170,1.5,0,,,
MOUNT CAYLEY,2021053010,7,49,100,0.6,0,,,
MOUNT CAYLEY,2021053011,8.1,55,225,0.5,0,,,
MOUNT CAYLEY,2021053012,9.7,54,263,1.8,0,,,
MOUNT CAYLEY,2021053013,10.2,53,309,0.7,0,,,
MOUNT CAYLEY,2021053014,10.7,52,266,1.3,0,,,
MOUNT CAYLEY,2021053015,9.7,58,175,0,0,,,
MOUNT CAYLEY,2021053016,10,58,0,0.7,0,,,
MOUNT CAYLEY,2021053017,9.3,61,35,0.1,0,,,
MOUNT CAYLEY,2021053018,7.7,71,67,0,0,,,
MOUNT CAYLEY,2021053019,6.8,79,79,2.2,0,,,
MOUNT CAYLEY,2021053020,6.4,82,76,0.4,0,,,
MOUNT CAYLEY,2021053021,6.8,88,48,0.4,0,,,
MOUNT CAYLEY,2021053022,6,91,123,1.2,0,,,
MOUNT CAYLEY,2021053023,6.4,95,103,0.9,0,,,
MOUNT CAYLEY,2021053100,6.4,99,87,0.1,0,,,
MOUNT CAYLEY,2021053101,6.9,96,118,0.3,0,,,
MOUNT CAYLEY,2021053102,6.8,93,74,0.1,0,,,
MOUNT CAYLEY,2021053103,6.1,97,40,0.6,0,,,
MOUNT CAYLEY,2021053104,6.9,93,88,0,0,,,
MOUNT CAYLEY,2021053105,8.4,84,173,0.4,0,,,
MOUNT CAYLEY,2021053106,9.7,73,86,0,0,,,
MOUNT CAYLEY,2021053107,11.8,64,225,0.6,0,,,
MOUNT CAYLEY,2021053108,12.8,62,301,0.9,0,,,
MOUNT CAYLEY,2021053109,12.7,60,41,0.6,0,,,
MOUNT CAYLEY,2021053110,13.8,58,204,1.2,0,,,
MOUNT CAYLEY,2021053111,12.8,61,239,1.6,0,,,
MOUNT CAYLEY,2021053112,14,61,306,0.4,0,,,
MOUNT CAYLEY,2021053113,13.8,64,59,2.8,0,,,
MOUNT CAYLEY,2021053114,13.7,65,279,0.9,0,,,
MOUNT CAYLEY,2021053115,12.8,68,258,2.5,0,,,
MOUNT CAYLEY,2021053116,13.1,68,310,1.1,0,,,
MOUNT CAYLEY,2021053117,13.9,66,315,0.5,0,,,
MOUNT CAYLEY,2021053118,14,64,17,0.1,0,,,
MOUNT CAYLEY,2021053119,10.1,79,69,2.4,0,,,
MOUNT CAYLEY,2021053120,9.8,81,76,2.5,0,,,
MOUNT CAYLEY,2021053121,10.1,64,65,4.7,0,,,
MOUNT CAYLEY,2021053122,9.7,70,104,0.5,0,,,
MOUNT CAYLEY,2021053123,10,70,119,1.3,0,,,
MOUNT CAYLEY,2021060100,10.2,54,103,0.4,0,,,
MOUNT CAYLEY,2021060101,9.4,55,79,0.6,0,,,
MOUNT CAYLEY,2021060102,10.7,60,188,0.5,0,,,
MOUNT CAYLEY,2021060103,10.4,44,116,1.3,0,,,
MOUNT CAYLEY,2021060104,10.1,62,84,1.6,0,,,
MOUNT CAYLEY,2021060105,11.1,50,150,1.4,0,,,
MOUNT CAYLEY,2021060106,13.7,42,137,0.1,0,,,
MOUNT CAYLEY,2021060107,16.4,37,150,0.3,0,,,
MOUNT CAYLEY,2021060108,18.1,34,235,0.2,0,,,
MOUNT CAYLEY,2021060109,18.8,36,62,0.2,0,,,
MOUNT CAYLEY,2021060110,20,31,78,0.1,0,,,
MOUNT CAYLEY,2021060111,18.7,35,295,2.5,0,,,
MOUNT CAYLEY,2021060112,19.8,29,301,1.4,0,,,
MOUNT CAYLEY,2021060113,20.4,28,303,2.7,0,,,
MOUNT CAYLEY,2021060114,20.8,24,243,4.8,0,,,
MOUNT CAYLEY,2021060115,21.2,21,245,4.4,0,,,
MOUNT CAYLEY,2021060116,20.1,23,272,4.4,0,,,
MOUNT CAYLEY,2021060117,19.7,29,278,2.7,0,,,
MOUNT CAYLEY,2021060118,18.6,32,317,0.6,0,,,
MOUNT CAYLEY,2021060119,15.2,40,127,0.3,0,,,
MOUNT CAYLEY,2021060120,13.2,43,100,0.8,0,,,
MOUNT CAYLEY,2021060121,13.2,40,91,0.6,0,,,
MOUNT CAYLEY,2021060122,13.3,34,109,0.9,0,,,
MOUNT CAYLEY,2021060123,12.6,36,92,0.8,0,,,
MOUNT CAYLEY,2021060200,13.7,32,87,2,0,,,
MOUNT CAYLEY,2021060201,12.4,39,86,0.9,0,,,
MOUNT CAYLEY,2021060202,11.9,41,78,0.1,0,,,
MOUNT CAYLEY,2021060203,12.3,43,110,1.5,0,,,
MOUNT CAYLEY,2021060204,12.1,45,120,1.6,0,,,
MOUNT CAYLEY,2021060205,13.3,40,147,0.7,0,,,
MOUNT CAYLEY,2021060206,15.4,42,130,2.9,0,,,
MOUNT CAYLEY,2021060207,18.1,37,118,0.4,0,,,
MOUNT CAYLEY,2021060208,18.5,37,264,0.9,0,,,
MOUNT CAYLEY,2021060209,18.1,39,245,2.6,0,,,
MOUNT CAYLEY,2021060210,19.1,36,16,1,0,,,
MOUNT CAYLEY,2021060211,18.6,39,269,4.3,0,,,
MOUNT CAYLEY,2021060212,18.7,40,269,5,0,,,
MOUNT CAYLEY,2021060213,17.9,42,229,4,0,,,
MOUNT CAYLEY,2021060214,19.8,37,204,3.7,0,,,
MOUNT CAYLEY,2021060215,19.5,38,244,6.4,0,,,
MOUNT CAYLEY,2021060216,18.2,39,243,6.5,0,,,
MOUNT CAYLEY,2021060217,17.7,40,231,7,0,,,
MOUNT CAYLEY,2021060218,14.6,52,211,4.6,0,,,
MOUNT CAYLEY,2021060219,11.5,64,78,3.2,0,,,
MOUNT CAYLEY,2021060220,11.5,67,157,1.6,0,,,
MOUNT CAYLEY,2021060221,11.2,69,89,4.2,0,,,
MOUNT CAYLEY,2021060222,10.3,74,90,0.6,0,,,
MOUNT CAYLEY,2021060223,10.3,74,88,1.6,0,,,
MOUNT CAYLEY,2021060300,10.1,77,142,3.6,0,,,
MOUNT CAYLEY,2021060301,9.3,85,147,1.8,0,,,
MOUNT CAYLEY,2021060302,9.5,70,117,1.7,0,,,
MOUNT CAYLEY,2021060303,10,59,165,3.4,0,,,
MOUNT CAYLEY,2021060304,9.8,60,156,2.5,0,,,
MOUNT CAYLEY,2021060305,9.1,65,82,0.5,0,,,
MOUNT CAYLEY,2021060306,10.1,59,72,1.4,0,,,
MOUNT CAYLEY,2021060307,10.8,58,43,2,0,,,
MOUNT CAYLEY,2021060308,13.5,45,226,4,0,,,
MOUNT CAYLEY,2021060309,14.6,48,226,3.4,0,,,
MOUNT CAYLEY,2021060310,15.3,32,220,6.5,0,,,
MOUNT CAYLEY,2021060311,14.9,41,227,8,0,,,
MOUNT CAYLEY,2021060312,15.4,45,207,6.2,0,,,
MOUNT CAYLEY,2021060313,15.9,52,348,2.2,0,,,
MOUNT CAYLEY,2021060314,15.6,44,222,6.1,0,,,
MOUNT CAYLEY,2021060315,15.1,45,246,9.8,0,,,
MOUNT CAYLEY,2021060316,15.4,38,237,8.9,0,,,
MOUNT CAYLEY,2021060317,14.1,46,234,5.7,0,,,
MOUNT CAYLEY,2021060318,12.8,52,241,5.7,0,,,
MOUNT CAYLEY,2021060319,9.6,58,138,4.2,0,,,
MOUNT CAYLEY,2021060320,8.5,57,157,1.1,0,,,
MOUNT CAYLEY,2021060321,8.5,61,169,5,0,,,
MOUNT CAYLEY,2021060322,8,65,162,3.3,0,,,
MOUNT CAYLEY,2021060323,8,63,155,3.9,0,,,
MOUNT CAYLEY,2021060400,7.8,75,143,3.5,0,,,
MOUNT CAYLEY,2021060401,7.1,83,57,0.9,0,,,
MOUNT CAYLEY,2021060402,6.9,85,143,5,0,,,
MOUNT CAYLEY,2021060403,6.3,91,141,2.8,0,,,
MOUNT CAYLEY,2021060404,6.1,88,29,0.8,0,,,
MOUNT CAYLEY,2021060405,6.7,78,131,6.1,0,,,
MOUNT CAYLEY,2021060406,7.1,80,185,3.5,0,,,
MOUNT CAYLEY,2021060407,6.2,79,194,2.4,0,,,
MOUNT CAYLEY,2021060408,3.8,88,162,2.4,0.2,,,
MOUNT CAYLEY,2021060409,4.4,82,184,8.3,0.2,,,
MOUNT CAYLEY,2021060410,5.1,75,178,6.4,0.2,,,
MOUNT CAYLEY,2021060411,5.3,75,194,8.2,0,,,
MOUNT CAYLEY,2021060412,4,87,183,6,0,,,
MOUNT CAYLEY,2021060413,3.8,95,182,4.3,0.2,,,
MOUNT CAYLEY,2021060414,3.8,98,198,3.6,0.4,,,
MOUNT CAYLEY,2021060415,3.6,100,152,4.2,1.3,,,
MOUNT CAYLEY,2021060416,3.4,100,206,1.9,0.7,,,
MOUNT CAYLEY,2021060417,3.5,100,224,2.6,0.9,,,
MOUNT CAYLEY,2021060418,3.2,100,171,3.8,0,,,
MOUNT CAYLEY,2021060419,2.5,100,162,2.4,0.4,,,
MOUNT CAYLEY,2021060420,2.3,100,168,5.8,0.2,,,
MOUNT CAYLEY,2021060421,2.1,100,188,0.5,0.2,,,
MOUNT CAYLEY,2021060422,1.8,100,116,0.4,1.1,,,
MOUNT CAYLEY,2021060423,1.8,100,276,2,0,,,
MOUNT CAYLEY,2021060500,2.1,100,166,6.2,0,,,
MOUNT CAYLEY,2021060501,2.1,100,168,7,0.2,,,
MOUNT CAYLEY,2021060502,2.1,100,181,3.9,0,,,
MOUNT CAYLEY,2021060503,2.1,100,165,6.2,0,,,
MOUNT CAYLEY,2021060504,1.9,99,158,5.4,0.4,,,
MOUNT CAYLEY,2021060505,2.4,100,173,1.8,0.2,,,
MOUNT CAYLEY,2021060506,2.4,100,146,0.9,1.3,,,
MOUNT CAYLEY,2021060507,2.8,100,183,2.5,0.4,,,
MOUNT CAYLEY,2021060508,2.2,100,185,6.3,0.4,,,
MOUNT CAYLEY,2021060509,2.3,100,224,5.5,1.1,,,
MOUNT CAYLEY,2021060510,3.8,100,225,3.3,1.7,,,
MOUNT CAYLEY,2021060511,3.7,100,275,5.1,0,,,
MOUNT CAYLEY,2021060512,4.4,98,246,5.6,0,,,
MOUNT CAYLEY,2021060513,3.7,100,239,7,0.2,,,
MOUNT CAYLEY,2021060514,2.4,100,220,5.9,0,,,
MOUNT CAYLEY,2021060515,3.3,100,224,4.8,0.4,,,
MOUNT CAYLEY,2021060516,2.9,100,234,4.6,0,,,
MOUNT CAYLEY,2021060517,3.6,100,211,3.5,0,,,
MOUNT CAYLEY,2021060518,1.6,100,202,1.5,0.2,,,
MOUNT CAYLEY,2021060519,0.9,100,194,1.2,0,,,
MOUNT CAYLEY,2021060520,0.4,100,359,0,0,,,
MOUNT CAYLEY,2021060521,0.1,100,211,0.2,0,,,
MOUNT CAYLEY,2021060522,-0.1,100,165,2.1,0,,,
MOUNT CAYLEY,2021060523,-0.2,100,184,1.4,0,,,
MOUNT CAYLEY,2021060600,-0.1,100,223,0.3,0,,,
MOUNT CAYLEY,2021060601,-0.4,100,93,0,0,,,
MOUNT CAYLEY,2021060602,-0.4,100,168,0,0,,,
MOUNT CAYLEY,2021060603,-0.5,100,131,0.8,0,,,
MOUNT CAYLEY,2021060604,-0.4,100,142,0.5,0,,,
MOUNT CAYLEY,2021060605,-0.1,100,187,1.3,0,,,
MOUNT CAYLEY,2021060606,1.1,100,57,3.3,0.9,,,
MOUNT CAYLEY,2021060607,1.2,98,142,2.2,0,,,
MOUNT CAYLEY,2021060608,1.5,100,331,1.6,0,,,
MOUNT CAYLEY,2021060609,0.8,100,81,2.9,0.7,,,
MOUNT CAYLEY,2021060610,2.2,95,198,2.7,0.7,,,
MOUNT CAYLEY,2021060611,3.3,75,43,1.9,0,,,
MOUNT CAYLEY,2021060612,2,100,313,1.2,0,,,
MOUNT CAYLEY,2021060613,1.7,100,233,0.7,0,,,
MOUNT CAYLEY,2021060614,2.3,100,235,1.5,0,,,
MOUNT CAYLEY,2021060615,1.5,100,304,0.8,0,,,
MOUNT CAYLEY,2021060616,1.3,100,294,0.5,0,,,
MOUNT CAYLEY,2021060617,0.8,100,225,2.7,0,,,
MOUNT CAYLEY,2021060618,0.5,100,293,0.5,0,,,
MOUNT CAYLEY,2021060619,-0.2,100,356,0,0,,,
MOUNT CAYLEY,2021060620,-0.6,100,40,1,0,,,
MOUNT CAYLEY,2021060621,-0.8,100,349,0,0,,,
MOUNT CAYLEY,2021060622,-0.9,100,175,0,0,,,
MOUNT CAYLEY,2021060623,-1,100,195,0,0,,,
MOUNT CAYLEY,2021060700,-1.1,100,39,0.1,0,,,
MOUNT CAYLEY,2021060701,-1.2,100,38,0,0,,,
MOUNT CAYLEY,2021060702,-1.3,100,41,0,0,,,
MOUNT CAYLEY,2021060703,-1.3,100,100,0,0,,,
MOUNT CAYLEY,2021060704,-0.7,100,359,0,0,,,
MOUNT CAYLEY,2021060705,0,100,331,0,0,,,
MOUNT CAYLEY,2021060706,0.5,100,236,0,1.1,,,
MOUNT CAYLEY,2021060707,0.7,100,241,1.7,1.3,,,
MOUNT CAYLEY,2021060708,1.6,100,243,1.5,0,,,
MOUNT CAYLEY,2021060709,3.3,91,346,0.4,0,,,
MOUNT CAYLEY,2021060710,2.1,100,308,0.9,0.2,,,
MOUNT CAYLEY,2021060711,2.1,100,163,0,0.9,,,
MOUNT CAYLEY,2021060712,3.1,97,171,1,3.9,,,
MOUNT CAYLEY,2021060713,3.4,96,262,0.1,2.6,,,
MOUNT CAYLEY,2021060714,2,100,125,0.8,1.5,,,
MOUNT CAYLEY,2021060715,2.5,100,143,0.2,2,,,
MOUNT CAYLEY,2021060716,2.7,100,155,3,2.2,,,
MOUNT CAYLEY,2021060717,4.9,94,307,0.8,0,,,
MOUNT CAYLEY,2021060718,2,100,65,0,0.4,,,
MOUNT CAYLEY,2021060719,1.1,100,31,0,0.4,,,
MOUNT CAYLEY,2021060720,1,100,152,0.3,0,,,
MOUNT CAYLEY,2021060721,0.7,100,66,2.9,0,,,
MOUNT CAYLEY,2021060722,0.3,100,74,1.7,0,,,
MOUNT CAYLEY,2021060723,0,100,74,1.5,0,,,
MOUNT CAYLEY,2021060800,-0.1,100,75,1.9,0,,,
MOUNT CAYLEY,2021060801,0,100,85,1.8,0,,,
MOUNT CAYLEY,2021060802,-0.4,100,102,0,0,,,
MOUNT CAYLEY,2021060803,0.2,100,123,0,0,,,
MOUNT CAYLEY,2021060804,0.5,94,84,0.3,0,,,
MOUNT CAYLEY,2021060805,1.2,87,79,0.5,0,,,
MOUNT CAYLEY,2021060806,4.7,67,4,0.1,0.2,,,
MOUNT CAYLEY,2021060807,5.5,58,67,1.3,0,,,
MOUNT CAYLEY,2021060808,6.7,56,232,2.3,0,,,
MOUNT CAYLEY,2021060809,7.3,60,23,0.1,0,,,
MOUNT CAYLEY,2021060810,6.1,62,263,1,0,,,
MOUNT CAYLEY,2021060811,7.3,60,304,1.9,0,,,
MOUNT CAYLEY,2021060813,3.6,77,102,6.7,0.7,,,
MOUNT CAYLEY,2021060814,4.8,78,240,3.4,0,,,
MOUNT CAYLEY,2021060815,5,72,272,0.9,0,,,
MOUNT CAYLEY,2021060816,4.1,73,109,4.4,0.2,,,
MOUNT CAYLEY,2021060817,5.6,77,180,2.2,1.7,,,
MOUNT CAYLEY,2021060818,3.6,100,227,1.1,0,,,
MOUNT CAYLEY,2021060819,2.2,100,42,0.1,0,,,
MOUNT CAYLEY,2021060820,1.7,100,66,0.1,0.4,,,
MOUNT CAYLEY,2021060821,1.1,100,40,0.4,1.3,,,
MOUNT CAYLEY,2021060822,1.4,100,80,1.1,0.2,,,
MOUNT CAYLEY,2021060823,1.4,95,112,3.9,0,,,
MOUNT CAYLEY,2021060900,1.5,88,99,4.8,0,,,
MOUNT CAYLEY,2021060901,1.4,85,113,1.4,0.2,,,
MOUNT CAYLEY,2021060902,0.9,96,116,0.3,0,,,
MOUNT CAYLEY,2021060903,0.5,100,119,2.6,0,,,
MOUNT CAYLEY,2021060904,0.1,100,46,1.6,0,,,
MOUNT CAYLEY,2021060905,0,100,36,0,0,,,
MOUNT CAYLEY,2021060906,2.6,91,43,0,0,,,
MOUNT CAYLEY,2021060907,4.5,91,242,0.5,4.1,,,
MOUNT CAYLEY,2021060908,2.3,100,247,0.2,0.9,,,
MOUNT CAYLEY,2021060909,1.6,100,103,2,0.4,,,
MOUNT CAYLEY,2021060910,4.3,98,234,4.2,1.7,,,
MOUNT CAYLEY,2021060912,4.6,84,184,2.8,0.2,,,
MOUNT CAYLEY,2021060913,4.3,79,203,2.1,0.4,,,
MOUNT CAYLEY,2021060914,4.5,75,231,3.2,0,,,
MOUNT CAYLEY,2021060915,4.6,67,203,1.8,0,,,
MOUNT CAYLEY,2021060916,3.7,96,214,2.4,0,,,
MOUNT CAYLEY,2021060917,3.3,93,216,3,0,,,
MOUNT CAYLEY,2021060918,2.1,93,121,2.2,0,,,
MOUNT CAYLEY,2021060919,1.8,89,181,1,0,,,
MOUNT CAYLEY,2021060920,1.5,83,124,1.6,0,,,
MOUNT CAYLEY,2021060921,0.9,94,83,1.3,0,,,
MOUNT CAYLEY,2021060922,0.3,95,126,0.9,0,,,
MOUNT CAYLEY,2021060923,-0.6,100,39,0,0,,,
MOUNT CAYLEY,2021061000,-0.3,100,93,0,0,,,
MOUNT CAYLEY,2021061001,0,100,81,1.7,0,,,
MOUNT CAYLEY,2021061002,0,100,128,2.4,0,,,
MOUNT CAYLEY,2021061003,0.1,97,62,0.4,0,,,
MOUNT CAYLEY,2021061004,0.4,97,132,0,0,,,
MOUNT CAYLEY,2021061005,1.5,86,171,1.5,0,,,
MOUNT CAYLEY,2021061006,1.4,100,243,2.9,0,,,
MOUNT CAYLEY,2021061007,2,99,219,2.4,0,,,
MOUNT CAYLEY,2021061008,2.1,100,274,2.7,0.2,,,
MOUNT CAYLEY,2021061009,3,98,241,3.6,0,,,
MOUNT CAYLEY,2021061010,3.3,93,269,2.9,0.2,,,
MOUNT CAYLEY,2021061011,2,100,263,1.1,0.4,,,
MOUNT CAYLEY,2021061012,2,100,191,5.8,0.2,,,
MOUNT CAYLEY,2021061013,2.7,98,199,3.4,0.4,,,
MOUNT CAYLEY,2021061014,3.3,100,237,4.6,0,,,
MOUNT CAYLEY,2021061015,2.9,100,249,2,0,,,
MOUNT CAYLEY,2021061016,4.2,92,219,3,0,,,
MOUNT CAYLEY,2021061017,3.4,88,234,2.2,0,,,
MOUNT CAYLEY,2021061018,2.4,82,192,1.4,0,,,
MOUNT CAYLEY,2021061019,1.9,77,140,0.7,0,,,
MOUNT CAYLEY,2021061020,1,89,116,0,0,,,
MOUNT CAYLEY,2021061021,1.2,85,88,4.8,0,,,
MOUNT CAYLEY,2021061022,1.1,85,88,2.6,0,,,
MOUNT CAYLEY,2021061023,1.3,83,96,1.2,0,,,
MOUNT CAYLEY,2021061100,1,82,90,1.8,0,,,
MOUNT CAYLEY,2021061101,0.9,87,114,0.2,0,,,
MOUNT CAYLEY,2021061102,1.4,86,114,1.6,0,,,
MOUNT CAYLEY,2021061103,1.5,81,115,5.5,0,,,
MOUNT CAYLEY,2021061104,1.3,83,136,0.7,0,,,
MOUNT CAYLEY,2021061105,2,69,100,1.4,0,,,
MOUNT CAYLEY,2021061106,4.4,59,146,2.3,0,,,
MOUNT CAYLEY,2021061107,4.4,61,46,1.6,0,,,
MOUNT CAYLEY,2021061108,4.5,59,61,3.2,0,,,
MOUNT CAYLEY,2021061109,6.7,50,321,2.8,0,,,
MOUNT CAYLEY,2021061110,6.5,50,285,2.5,0,,,
MOUNT CAYLEY,2021061111,4.5,62,114,5.3,0.2,,,
MOUNT CAYLEY,2021061112,5,59,96,5.1,0,,,
MOUNT CAYLEY,2021061113,5.1,61,129,3,0,,,
MOUNT CAYLEY,2021061114,4,65,108,4.8,0,,,
MOUNT CAYLEY,2021061115,3.5,80,107,3.3,0.2,,,
MOUNT CAYLEY,2021061116,2.7,96,27,1.9,1.1,,,
MOUNT CAYLEY,2021061117,2.3,96,109,2.5,1.5,,,
MOUNT CAYLEY,2021061118,1.8,100,143,3.1,0.2,,,
MOUNT CAYLEY,2021061119,2,100,174,4.1,0.2,,,
MOUNT CAYLEY,2021061120,1.5,100,145,0,0.4,,,
MOUNT CAYLEY,2021061121,2,100,41,1.4,0.7,,,
MOUNT CAYLEY,2021061122,2.2,100,136,2.2,0.2,,,
MOUNT CAYLEY,2021061123,1.2,100,83,0.1,2.2,,,
MOUNT CAYLEY,2021061200,0.9,100,52,4,1.3,,,
MOUNT CAYLEY,2021061201,1.6,100,73,0.1,0.9,,,
MOUNT CAYLEY,2021061202,1.5,100,135,0.2,0.2,,,
MOUNT CAYLEY,2021061203,1.4,100,95,0,0.4,,,
MOUNT CAYLEY,2021061204,2.2,100,152,2.9,0.2,,,
MOUNT CAYLEY,2021061205,2.9,100,164,0.6,0,,,
MOUNT CAYLEY,2021061206,4.1,98,212,0.6,0,,,
MOUNT CAYLEY,2021061207,4.2,83,71,4,0,,,
MOUNT CAYLEY,2021061208,5.9,79,271,0,0,,,
MOUNT CAYLEY,2021061209,6,72,257,0.9,0,,,
MOUNT CAYLEY,2021061210,6.8,74,39,3.6,0.2,,,
MOUNT CAYLEY,2021061211,6.5,89,238,1.7,0,,,
MOUNT CAYLEY,2021061212,7.1,73,103,2.4,1.1,,,
MOUNT CAYLEY,2021061213,7.2,66,64,3.6,0,,,
MOUNT CAYLEY,2021061214,7.6,63,69,7.6,0,,,
MOUNT CAYLEY,2021061215,8.4,56,109,2,0,,,
MOUNT CAYLEY,2021061216,7.6,56,54,1.7,0,,,
MOUNT CAYLEY,2021061217,6.9,57,55,3.9,0,,,
MOUNT CAYLEY,2021061218,7.1,52,56,8,0,,,
MOUNT CAYLEY,2021061219,7.2,51,68,4.1,0,,,
MOUNT CAYLEY,2021061220,7.1,63,103,7.6,0.2,,,
MOUNT CAYLEY,2021061221,6,70,63,4.9,0.7,,,
MOUNT CAYLEY,2021061222,4.8,94,74,4.5,2.6,,,
MOUNT CAYLEY,2021061223,4.8,99,103,7.1,3.9,,,
MOUNT CAYLEY,2021061300,4.7,100,90,4.3,3.5,,,
MOUNT CAYLEY,2021061301,4.5,100,85,5.9,3.9,,,
MOUNT CAYLEY,2021061302,4.8,100,101,4.4,2.8,,,
MOUNT CAYLEY,2021061303,5,100,238,2.1,4.6,,,
MOUNT CAYLEY,2021061304,4.8,100,9,1,6.3,,,
MOUNT CAYLEY,2021061305,5.5,100,143,2.4,5,,,
MOUNT CAYLEY,2021061306,6.1,100,132,0.9,3.7,,,
