Date (PST),Parameter ,Value (m3/s)
6/5/2021 9:45,47,540
6/5/2021 9:50,47,542
6/5/2021 9:55,47,541
6/5/2021 10:00,47,540
6/5/2021 10:05,47,541
6/5/2021 10:10,47,540
6/5/2021 10:15,47,539
6/5/2021 10:20,47,539
6/5/2021 10:25,47,538
6/5/2021 10:30,47,539
6/5/2021 10:35,47,539
6/5/2021 10:40,47,539
6/5/2021 10:45,47,539
6/5/2021 10:50,47,539
6/5/2021 10:55,47,538
6/5/2021 11:00,47,539
6/5/2021 11:05,47,538
6/5/2021 11:10,47,537
6/5/2021 11:15,47,539
6/5/2021 11:20,47,539
6/5/2021 11:25,47,537
6/5/2021 11:30,47,537
6/5/2021 11:35,47,538
6/5/2021 11:40,47,535
6/5/2021 11:45,47,536
6/5/2021 11:50,47,536
6/5/2021 11:55,47,537
6/5/2021 12:00,47,535
6/5/2021 12:05,47,534
6/5/2021 12:10,47,534
6/5/2021 12:15,47,535
6/5/2021 12:20,47,534
6/5/2021 12:25,47,535
6/5/2021 12:30,47,534
6/5/2021 12:35,47,534
6/5/2021 12:40,47,532
6/5/2021 12:45,47,532
6/5/2021 12:50,47,533
6/5/2021 12:55,47,533
6/5/2021 13:00,47,534
6/5/2021 13:05,47,532
6/5/2021 13:10,47,534
6/5/2021 13:15,47,533
6/5/2021 13:20,47,534
6/5/2021 13:25,47,533
6/5/2021 13:30,47,532
6/5/2021 13:35,47,531
6/5/2021 13:40,47,532
6/5/2021 13:45,47,532
6/5/2021 13:50,47,530
6/5/2021 13:55,47,531
6/5/2021 14:00,47,532
6/5/2021 14:05,47,531
6/5/2021 14:10,47,530
6/5/2021 14:15,47,530
6/5/2021 14:20,47,528
6/5/2021 14:25,47,529
6/5/2021 14:30,47,528
6/5/2021 14:35,47,529
6/5/2021 14:40,47,529
6/5/2021 14:45,47,530
6/5/2021 14:50,47,531
6/5/2021 14:55,47,528
6/5/2021 15:00,47,529
6/5/2021 15:05,47,529
6/5/2021 15:10,47,528
6/5/2021 15:15,47,530
6/5/2021 15:20,47,530
6/5/2021 15:25,47,529
6/5/2021 15:30,47,530
6/5/2021 15:35,47,530
6/5/2021 15:40,47,531
6/5/2021 15:45,47,531
6/5/2021 15:50,47,532
6/5/2021 15:55,47,531
6/5/2021 16:00,47,530
6/5/2021 16:05,47,532
6/5/2021 16:10,47,530
6/5/2021 16:15,47,529
6/5/2021 16:20,47,529
6/5/2021 16:25,47,529
6/5/2021 16:30,47,531
6/5/2021 16:35,47,530
6/5/2021 16:40,47,531
6/5/2021 16:45,47,529
6/5/2021 16:50,47,530
6/5/2021 16:55,47,529
6/5/2021 17:00,47,530
6/5/2021 17:05,47,530
6/5/2021 17:10,47,530
6/5/2021 17:15,47,530
6/5/2021 17:20,47,530
6/5/2021 17:25,47,530
6/5/2021 17:30,47,529
6/5/2021 17:35,47,530
6/5/2021 17:40,47,531
6/5/2021 17:45,47,529
6/5/2021 17:50,47,529
6/5/2021 17:55,47,528
6/5/2021 18:00,47,528
6/5/2021 18:05,47,529
6/5/2021 18:10,47,529
6/5/2021 18:15,47,528
6/5/2021 18:20,47,529
6/5/2021 18:25,47,529
6/5/2021 18:30,47,529
6/5/2021 18:35,47,530
6/5/2021 18:40,47,528
6/5/2021 18:45,47,528
6/5/2021 18:50,47,528
6/5/2021 18:55,47,528
6/5/2021 19:00,47,527
6/5/2021 19:05,47,527
6/5/2021 19:10,47,527
6/5/2021 19:15,47,527
6/5/2021 19:20,47,527
6/5/2021 19:25,47,528
6/5/2021 19:30,47,525
6/5/2021 19:35,47,526
6/5/2021 19:40,47,524
6/5/2021 19:45,47,526
6/5/2021 19:50,47,525
6/5/2021 19:55,47,525
6/5/2021 20:00,47,524
6/5/2021 20:05,47,523
6/5/2021 20:10,47,522
6/5/2021 20:15,47,524
6/5/2021 20:20,47,522
6/5/2021 20:25,47,522
6/5/2021 20:30,47,522
6/5/2021 20:35,47,523
6/5/2021 20:40,47,522
6/5/2021 20:45,47,522
6/5/2021 20:50,47,521
6/5/2021 20:55,47,522
6/5/2021 21:00,47,520
6/5/2021 21:05,47,520
6/5/2021 21:10,47,519
6/5/2021 21:15,47,518
6/5/2021 21:20,47,518
6/5/2021 21:25,47,520
6/5/2021 21:30,47,518
6/5/2021 21:35,47,517
6/5/2021 21:40,47,517
6/5/2021 21:45,47,517
6/5/2021 21:50,47,516
6/5/2021 21:55,47,515
6/5/2021 22:00,47,515
6/5/2021 22:05,47,514
6/5/2021 22:10,47,514
6/5/2021 22:15,47,513
6/5/2021 22:20,47,515
6/5/2021 22:25,47,513
6/5/2021 22:30,47,514
6/5/2021 22:35,47,513
6/5/2021 22:40,47,511
6/5/2021 22:45,47,510
6/5/2021 22:50,47,511
6/5/2021 22:55,47,512
6/5/2021 23:00,47,510
6/5/2021 23:05,47,511
6/5/2021 23:10,47,510
6/5/2021 23:15,47,509
6/5/2021 23:20,47,510
6/5/2021 23:25,47,510
6/5/2021 23:30,47,509
6/5/2021 23:35,47,509
6/5/2021 23:40,47,507
6/5/2021 23:45,47,508
6/5/2021 23:50,47,506
6/5/2021 23:55,47,507
6/6/2021 0:00,47,508
6/6/2021 0:05,47,506
6/6/2021 0:10,47,507
6/6/2021 0:15,47,506
6/6/2021 0:20,47,505
6/6/2021 0:25,47,504
6/6/2021 0:30,47,504
6/6/2021 0:35,47,504
6/6/2021 0:40,47,503
6/6/2021 0:45,47,501
6/6/2021 0:50,47,502
6/6/2021 0:55,47,502
6/6/2021 1:00,47,500
6/6/2021 1:05,47,501
6/6/2021 1:10,47,500
6/6/2021 1:15,47,500
6/6/2021 1:20,47,499
6/6/2021 1:25,47,498
6/6/2021 1:30,47,500
6/6/2021 1:35,47,499
6/6/2021 1:40,47,497
6/6/2021 1:45,47,498
6/6/2021 1:50,47,497
6/6/2021 1:55,47,498
6/6/2021 2:00,47,497
6/6/2021 2:05,47,496
6/6/2021 2:10,47,496
6/6/2021 2:15,47,495
6/6/2021 2:20,47,494
6/6/2021 2:25,47,493
6/6/2021 2:30,47,494
6/6/2021 2:35,47,494
6/6/2021 2:40,47,492
6/6/2021 2:45,47,492
6/6/2021 2:50,47,492
6/6/2021 2:55,47,492
6/6/2021 3:00,47,492
6/6/2021 3:05,47,491
6/6/2021 3:10,47,491
6/6/2021 3:15,47,490
6/6/2021 3:20,47,490
6/6/2021 3:25,47,488
6/6/2021 3:30,47,490
6/6/2021 3:35,47,487
6/6/2021 3:40,47,488
6/6/2021 3:45,47,487
6/6/2021 3:50,47,488
6/6/2021 3:55,47,486
6/6/2021 4:00,47,487
6/6/2021 4:05,47,485
6/6/2021 4:10,47,486
6/6/2021 4:15,47,485
6/6/2021 4:20,47,485
6/6/2021 4:25,47,483
6/6/2021 4:30,47,482
6/6/2021 4:35,47,482
6/6/2021 4:40,47,482
6/6/2021 4:45,47,482
6/6/2021 4:50,47,481
6/6/2021 4:55,47,480
6/6/2021 5:00,47,480
6/6/2021 5:05,47,478
6/6/2021 5:10,47,478
6/6/2021 5:15,47,478
6/6/2021 5:20,47,476
6/6/2021 5:25,47,478
6/6/2021 5:30,47,477
6/6/2021 5:35,47,476
6/6/2021 5:40,47,477
6/6/2021 5:45,47,475
6/6/2021 5:50,47,473
6/6/2021 5:55,47,474
6/6/2021 6:00,47,473
6/6/2021 6:05,47,473
6/6/2021 6:10,47,472
6/6/2021 6:15,47,471
6/6/2021 6:20,47,470
6/6/2021 6:25,47,469
6/6/2021 6:30,47,469
6/6/2021 6:35,47,469
6/6/2021 6:40,47,467
6/6/2021 6:45,47,466
6/6/2021 6:50,47,465
6/6/2021 6:55,47,465
6/6/2021 7:00,47,463
6/6/2021 7:05,47,464
6/6/2021 7:10,47,463
6/6/2021 7:15,47,462
6/6/2021 7:20,47,461
6/6/2021 7:25,47,462
6/6/2021 7:30,47,461
6/6/2021 7:35,47,459
6/6/2021 7:40,47,458
6/6/2021 7:45,47,459
6/6/2021 7:50,47,457
6/6/2021 7:55,47,456
6/6/2021 8:00,47,456
6/6/2021 8:05,47,455
6/6/2021 8:10,47,455
6/6/2021 8:15,47,453
6/6/2021 8:20,47,454
6/6/2021 8:25,47,452
6/6/2021 8:30,47,451
6/6/2021 8:35,47,451
6/6/2021 8:40,47,451
6/6/2021 8:45,47,449
6/6/2021 8:50,47,448
6/6/2021 8:55,47,448
6/6/2021 9:00,47,447
6/6/2021 9:05,47,446
6/6/2021 9:10,47,444
6/6/2021 9:15,47,444
6/6/2021 9:20,47,443
6/6/2021 9:25,47,443
6/6/2021 9:30,47,442
6/6/2021 9:35,47,441
6/6/2021 9:40,47,441
6/6/2021 9:45,47,440
6/6/2021 9:50,47,440
6/6/2021 9:55,47,440
6/6/2021 10:00,47,439
6/6/2021 10:05,47,438
6/6/2021 10:10,47,436
6/6/2021 10:15,47,436
6/6/2021 10:20,47,435
6/6/2021 10:25,47,435
6/6/2021 10:30,47,434
6/6/2021 10:35,47,433
6/6/2021 10:40,47,433
6/6/2021 10:45,47,432
6/6/2021 10:50,47,430
6/6/2021 10:55,47,431
6/6/2021 11:00,47,430
6/6/2021 11:05,47,428
6/6/2021 11:10,47,428
6/6/2021 11:15,47,427
6/6/2021 11:20,47,426
6/6/2021 11:25,47,425
6/6/2021 11:30,47,424
6/6/2021 11:35,47,423
6/6/2021 11:40,47,423
6/6/2021 11:45,47,422
6/6/2021 11:50,47,421
6/6/2021 11:55,47,421
6/6/2021 12:00,47,419
6/6/2021 12:05,47,419
6/6/2021 12:10,47,418
6/6/2021 12:15,47,416
6/6/2021 12:20,47,417
6/6/2021 12:25,47,416
6/6/2021 12:30,47,415
6/6/2021 12:35,47,413
6/6/2021 12:40,47,412
6/6/2021 12:45,47,412
6/6/2021 12:50,47,410
6/6/2021 12:55,47,409
6/6/2021 13:00,47,409
6/6/2021 13:05,47,409
6/6/2021 13:10,47,409
6/6/2021 13:15,47,408
6/6/2021 13:20,47,406
6/6/2021 13:25,47,405
6/6/2021 13:30,47,406
6/6/2021 13:35,47,404
6/6/2021 13:40,47,404
6/6/2021 13:45,47,403
6/6/2021 13:50,47,403
6/6/2021 13:55,47,402
6/6/2021 14:00,47,400
6/6/2021 14:05,47,398
6/6/2021 14:10,47,399
6/6/2021 14:15,47,398
6/6/2021 14:20,47,398
6/6/2021 14:25,47,396
6/6/2021 14:30,47,396
6/6/2021 14:35,47,395
6/6/2021 14:40,47,394
6/6/2021 14:45,47,393
6/6/2021 14:50,47,393
6/6/2021 14:55,47,392
6/6/2021 15:00,47,392
6/6/2021 15:05,47,391
6/6/2021 15:10,47,390
6/6/2021 15:15,47,389
6/6/2021 15:20,47,390
6/6/2021 15:25,47,389
6/6/2021 15:30,47,388
6/6/2021 15:35,47,387
6/6/2021 15:40,47,387
6/6/2021 15:45,47,386
6/6/2021 15:50,47,386
6/6/2021 15:55,47,385
6/6/2021 16:00,47,384
6/6/2021 16:05,47,383
6/6/2021 16:10,47,383
6/6/2021 16:15,47,383
6/6/2021 16:20,47,381
6/6/2021 16:25,47,381
6/6/2021 16:30,47,380
6/6/2021 16:35,47,380
6/6/2021 16:40,47,379
6/6/2021 16:45,47,378
6/6/2021 16:50,47,377
6/6/2021 16:55,47,376
6/6/2021 17:00,47,376
6/6/2021 17:05,47,375
6/6/2021 17:10,47,375
6/6/2021 17:15,47,374
6/6/2021 17:20,47,373
6/6/2021 17:25,47,373
6/6/2021 17:30,47,372
6/6/2021 17:35,47,372
6/6/2021 17:40,47,372
6/6/2021 17:45,47,371
6/6/2021 17:50,47,370
6/6/2021 17:55,47,369
6/6/2021 18:00,47,369
6/6/2021 18:05,47,369
6/6/2021 18:10,47,369
6/6/2021 18:15,47,368
6/6/2021 18:20,47,367
6/6/2021 18:25,47,367
6/6/2021 18:30,47,366
6/6/2021 18:35,47,365
6/6/2021 18:40,47,365
6/6/2021 18:45,47,364
6/6/2021 18:50,47,364
6/6/2021 18:55,47,365
6/6/2021 19:00,47,364
6/6/2021 19:05,47,363
6/6/2021 19:10,47,363
6/6/2021 19:15,47,362
6/6/2021 19:20,47,361
6/6/2021 19:25,47,362
6/6/2021 19:30,47,360
6/6/2021 19:35,47,361
6/6/2021 19:40,47,359
6/6/2021 19:45,47,359
6/6/2021 19:50,47,360
6/6/2021 19:55,47,360
6/6/2021 20:00,47,359
6/6/2021 20:05,47,358
6/6/2021 20:10,47,358
6/6/2021 20:15,47,358
6/6/2021 20:20,47,356
6/6/2021 20:25,47,357
6/6/2021 20:30,47,356
6/6/2021 20:35,47,355
6/6/2021 20:40,47,355
6/6/2021 20:45,47,355
6/6/2021 20:50,47,354
6/6/2021 20:55,47,354
6/6/2021 21:00,47,353
6/6/2021 21:05,47,353
6/6/2021 21:10,47,352
6/6/2021 21:15,47,352
6/6/2021 21:20,47,352
6/6/2021 21:25,47,351
6/6/2021 21:30,47,350
6/6/2021 21:35,47,349
6/6/2021 21:40,47,349
6/6/2021 21:45,47,348
6/6/2021 21:50,47,349
6/6/2021 21:55,47,348
6/6/2021 22:00,47,347
6/6/2021 22:05,47,347
6/6/2021 22:10,47,347
6/6/2021 22:15,47,346
6/6/2021 22:20,47,346
6/6/2021 22:25,47,345
6/6/2021 22:30,47,345
6/6/2021 22:35,47,344
6/6/2021 22:40,47,344
6/6/2021 22:45,47,343
6/6/2021 22:50,47,343
6/6/2021 22:55,47,343
6/6/2021 23:00,47,342
6/6/2021 23:05,47,342
6/6/2021 23:10,47,341
6/6/2021 23:15,47,341
6/6/2021 23:20,47,340
6/6/2021 23:25,47,340
6/6/2021 23:30,47,340
6/6/2021 23:35,47,339
6/6/2021 23:40,47,339
6/6/2021 23:45,47,339
6/6/2021 23:50,47,338
6/6/2021 23:55,47,338
6/7/2021 0:00,47,337
6/7/2021 0:05,47,337
6/7/2021 0:10,47,336
6/7/2021 0:15,47,336
6/7/2021 0:20,47,336
6/7/2021 0:25,47,336
6/7/2021 0:30,47,335
6/7/2021 0:35,47,335
6/7/2021 0:40,47,334
6/7/2021 0:45,47,334
6/7/2021 0:50,47,333
6/7/2021 0:55,47,333
6/7/2021 1:00,47,333
6/7/2021 1:05,47,332
6/7/2021 1:10,47,331
6/7/2021 1:15,47,331
6/7/2021 1:20,47,331
6/7/2021 1:25,47,331
6/7/2021 1:30,47,330
6/7/2021 1:35,47,330
6/7/2021 1:40,47,329
6/7/2021 1:45,47,329
6/7/2021 1:50,47,330
6/7/2021 1:55,47,328
6/7/2021 2:00,47,328
6/7/2021 2:05,47,329
6/7/2021 2:10,47,328
6/7/2021 2:15,47,327
6/7/2021 2:20,47,326
6/7/2021 2:25,47,327
6/7/2021 2:30,47,326
6/7/2021 2:35,47,326
6/7/2021 2:40,47,325
6/7/2021 2:45,47,325
6/7/2021 2:50,47,324
6/7/2021 2:55,47,324
6/7/2021 3:00,47,324
6/7/2021 3:05,47,324
6/7/2021 3:10,47,322
6/7/2021 3:15,47,323
6/7/2021 3:20,47,324
6/7/2021 3:25,47,322
6/7/2021 3:30,47,323
6/7/2021 3:35,47,321
6/7/2021 3:40,47,321
6/7/2021 3:45,47,321
6/7/2021 3:50,47,321
6/7/2021 3:55,47,320
6/7/2021 4:00,47,320
6/7/2021 4:05,47,320
6/7/2021 4:10,47,319
6/7/2021 4:15,47,318
6/7/2021 4:20,47,318
6/7/2021 4:25,47,319
6/7/2021 4:30,47,318
6/7/2021 4:35,47,318
6/7/2021 4:40,47,316
6/7/2021 4:45,47,317
6/7/2021 4:50,47,316
6/7/2021 4:55,47,316
6/7/2021 5:00,47,316
6/7/2021 5:05,47,316
6/7/2021 5:10,47,314
6/7/2021 5:15,47,316
6/7/2021 5:20,47,315
6/7/2021 5:25,47,314
6/7/2021 5:30,47,314
6/7/2021 5:35,47,313
6/7/2021 5:40,47,313
6/7/2021 5:45,47,312
6/7/2021 5:50,47,312
6/7/2021 5:55,47,312
6/7/2021 6:00,47,312
6/7/2021 6:05,47,311
6/7/2021 6:10,47,311
6/7/2021 6:15,47,311
6/7/2021 6:20,47,310
6/7/2021 6:25,47,310
6/7/2021 6:30,47,310
6/7/2021 6:35,47,310
6/7/2021 6:40,47,310
6/7/2021 6:45,47,309
6/7/2021 6:50,47,310
6/7/2021 6:55,47,309
6/7/2021 7:00,47,308
6/7/2021 7:05,47,308
6/7/2021 7:10,47,307
6/7/2021 7:15,47,307
6/7/2021 7:20,47,307
6/7/2021 7:25,47,307
6/7/2021 7:30,47,306
6/7/2021 7:35,47,306
6/7/2021 7:40,47,305
6/7/2021 7:45,47,306
6/7/2021 7:50,47,305
6/7/2021 7:55,47,305
6/7/2021 8:00,47,305
6/7/2021 8:05,47,304
6/7/2021 8:10,47,304
6/7/2021 8:15,47,304
6/7/2021 8:20,47,303
6/7/2021 8:25,47,303
6/7/2021 8:30,47,303
6/7/2021 8:35,47,303
6/7/2021 8:40,47,303
6/7/2021 8:45,47,302
6/7/2021 8:50,47,302
6/7/2021 8:55,47,302
6/7/2021 9:00,47,301
6/7/2021 9:05,47,301
6/7/2021 9:10,47,301
6/7/2021 9:15,47,300
6/7/2021 9:20,47,300
6/7/2021 9:25,47,300
6/7/2021 9:30,47,300
6/7/2021 9:35,47,298
6/7/2021 9:40,47,299
6/7/2021 9:45,47,299
6/7/2021 9:50,47,298
6/7/2021 9:55,47,299
6/7/2021 10:00,47,298
6/7/2021 10:05,47,298
6/7/2021 10:10,47,297
6/7/2021 10:15,47,298
6/7/2021 10:20,47,297
6/7/2021 10:25,47,296
6/7/2021 10:30,47,297
6/7/2021 10:35,47,296
6/7/2021 10:40,47,297
6/7/2021 10:45,47,296
6/7/2021 10:50,47,296
6/7/2021 10:55,47,295
6/7/2021 11:00,47,295
6/7/2021 11:05,47,295
6/7/2021 11:10,47,295
6/7/2021 11:15,47,295
6/7/2021 11:20,47,294
6/7/2021 11:25,47,294
6/7/2021 11:30,47,294
6/7/2021 11:35,47,293
6/7/2021 11:40,47,293
6/7/2021 11:45,47,293
6/7/2021 11:50,47,292
6/7/2021 11:55,47,292
6/7/2021 12:00,47,292
6/7/2021 12:05,47,291
6/7/2021 12:10,47,292
6/7/2021 12:15,47,292
6/7/2021 12:20,47,292
6/7/2021 12:25,47,291
6/7/2021 12:30,47,291
6/7/2021 12:35,47,292
6/7/2021 12:40,47,290
6/7/2021 12:45,47,291
6/7/2021 12:50,47,290
6/7/2021 12:55,47,290
6/7/2021 13:00,47,290
6/7/2021 13:05,47,290
6/7/2021 13:10,47,289
6/7/2021 13:15,47,289
6/7/2021 13:20,47,290
6/7/2021 13:25,47,288
6/7/2021 13:30,47,288
6/7/2021 13:35,47,288
6/7/2021 13:40,47,288
6/7/2021 13:45,47,288
6/7/2021 13:50,47,288
6/7/2021 13:55,47,287
6/7/2021 14:00,47,287
6/7/2021 14:05,47,287
6/7/2021 14:10,47,288
6/7/2021 14:15,47,288
6/7/2021 14:20,47,287
6/7/2021 14:25,47,286
6/7/2021 14:30,47,287
6/7/2021 14:35,47,286
6/7/2021 14:40,47,286
6/7/2021 14:45,47,285
6/7/2021 14:50,47,285
6/7/2021 14:55,47,286
6/7/2021 15:00,47,285
6/7/2021 15:05,47,285
6/7/2021 15:10,47,284
6/7/2021 15:15,47,284
6/7/2021 15:20,47,284
6/7/2021 15:25,47,284
6/7/2021 15:30,47,283
6/7/2021 15:35,47,283
6/7/2021 15:40,47,283
6/7/2021 15:45,47,282
6/7/2021 15:50,47,283
6/7/2021 15:55,47,282
6/7/2021 16:00,47,282
6/7/2021 16:05,47,281
6/7/2021 16:10,47,281
6/7/2021 16:15,47,281
6/7/2021 16:20,47,281
6/7/2021 16:25,47,281
6/7/2021 16:30,47,280
6/7/2021 16:35,47,280
6/7/2021 16:40,47,279
6/7/2021 16:45,47,279
6/7/2021 16:50,47,279
6/7/2021 16:55,47,278
6/7/2021 17:00,47,278
6/7/2021 17:05,47,278
6/7/2021 17:10,47,278
6/7/2021 17:15,47,278
6/7/2021 17:20,47,277
6/7/2021 17:25,47,278
6/7/2021 17:30,47,277
6/7/2021 17:35,47,277
6/7/2021 17:40,47,277
6/7/2021 17:45,47,277
6/7/2021 17:50,47,276
6/7/2021 17:55,47,277
6/7/2021 18:00,47,276
6/7/2021 18:05,47,276
6/7/2021 18:10,47,276
6/7/2021 18:15,47,275
6/7/2021 18:20,47,276
6/7/2021 18:25,47,275
6/7/2021 18:30,47,276
6/7/2021 18:35,47,275
6/7/2021 18:40,47,274
6/7/2021 18:45,47,274
6/7/2021 18:50,47,274
6/7/2021 18:55,47,274
6/7/2021 19:00,47,273
6/7/2021 19:05,47,273
6/7/2021 19:10,47,273
6/7/2021 19:15,47,273
6/7/2021 19:20,47,273
6/7/2021 19:25,47,272
6/7/2021 19:30,47,273
6/7/2021 19:35,47,272
6/7/2021 19:40,47,272
6/7/2021 19:45,47,272
6/7/2021 19:50,47,272
6/7/2021 19:55,47,272
6/7/2021 20:00,47,271
6/7/2021 20:05,47,271
6/7/2021 20:10,47,271
6/7/2021 20:15,47,271
6/7/2021 20:20,47,271
6/7/2021 20:25,47,271
6/7/2021 20:30,47,270
6/7/2021 20:35,47,270
6/7/2021 20:40,47,270
6/7/2021 20:45,47,270
6/7/2021 20:50,47,270
6/7/2021 20:55,47,270
6/7/2021 21:00,47,269
6/7/2021 21:05,47,269
6/7/2021 21:10,47,269
6/7/2021 21:15,47,269
6/7/2021 21:20,47,269
6/7/2021 21:25,47,269
6/7/2021 21:30,47,269
6/7/2021 21:35,47,269
6/7/2021 21:40,47,269
6/7/2021 21:45,47,269
6/7/2021 21:50,47,269
6/7/2021 21:55,47,269
6/7/2021 22:00,47,269
6/7/2021 22:05,47,269
6/7/2021 22:10,47,269
6/7/2021 22:15,47,268
6/7/2021 22:20,47,268
6/7/2021 22:25,47,268
6/7/2021 22:30,47,269
6/7/2021 22:35,47,269
6/7/2021 22:40,47,268
6/7/2021 22:45,47,268
6/7/2021 22:50,47,268
6/7/2021 22:55,47,268
6/7/2021 23:00,47,268
6/7/2021 23:05,47,268
6/7/2021 23:10,47,268
6/7/2021 23:15,47,268
6/7/2021 23:20,47,267
6/7/2021 23:25,47,267
6/7/2021 23:30,47,267
6/7/2021 23:35,47,268
6/7/2021 23:40,47,268
6/7/2021 23:45,47,268
6/7/2021 23:50,47,267
6/7/2021 23:55,47,267
6/8/2021 0:00,47,267
6/8/2021 0:05,47,267
6/8/2021 0:10,47,267
6/8/2021 0:15,47,267
6/8/2021 0:20,47,267
6/8/2021 0:25,47,267
6/8/2021 0:30,47,267
6/8/2021 0:35,47,267
6/8/2021 0:40,47,267
6/8/2021 0:45,47,268
6/8/2021 0:50,47,267
6/8/2021 0:55,47,267
6/8/2021 1:00,47,267
6/8/2021 1:05,47,267
6/8/2021 1:10,47,267
6/8/2021 1:15,47,267
6/8/2021 1:20,47,267
6/8/2021 1:25,47,267
6/8/2021 1:30,47,267
6/8/2021 1:35,47,267
6/8/2021 1:40,47,267
6/8/2021 1:45,47,268
6/8/2021 1:50,47,268
6/8/2021 1:55,47,267
6/8/2021 2:00,47,268
6/8/2021 2:05,47,268
6/8/2021 2:10,47,267
6/8/2021 2:15,47,267
6/8/2021 2:20,47,268
6/8/2021 2:25,47,267
6/8/2021 2:30,47,267
6/8/2021 2:35,47,267
6/8/2021 2:40,47,267
6/8/2021 2:45,47,267
6/8/2021 2:50,47,267
6/8/2021 2:55,47,266
6/8/2021 3:00,47,266
6/8/2021 3:05,47,266
6/8/2021 3:10,47,266
6/8/2021 3:15,47,266
6/8/2021 3:20,47,265
6/8/2021 3:25,47,265
6/8/2021 3:30,47,265
6/8/2021 3:35,47,265
6/8/2021 3:40,47,265
6/8/2021 3:45,47,264
6/8/2021 3:50,47,264
6/8/2021 3:55,47,264
6/8/2021 4:00,47,264
6/8/2021 4:05,47,264
6/8/2021 4:10,47,263
6/8/2021 4:15,47,263
6/8/2021 4:20,47,263
6/8/2021 4:25,47,262
6/8/2021 4:30,47,263
6/8/2021 4:35,47,262
6/8/2021 4:40,47,262
6/8/2021 4:45,47,262
6/8/2021 4:50,47,262
6/8/2021 4:55,47,262
6/8/2021 5:00,47,261
6/8/2021 5:05,47,261
6/8/2021 5:10,47,261
6/8/2021 5:15,47,261
6/8/2021 5:20,47,261
6/8/2021 5:25,47,260
6/8/2021 5:30,47,260
6/8/2021 5:35,47,260
6/8/2021 5:40,47,259
6/8/2021 5:45,47,260
6/8/2021 5:50,47,259
6/8/2021 5:55,47,259
6/8/2021 6:00,47,259
6/8/2021 6:05,47,259
6/8/2021 6:10,47,258
6/8/2021 6:15,47,259
6/8/2021 6:20,47,258
6/8/2021 6:25,47,258
6/8/2021 6:30,47,257
6/8/2021 6:35,47,258
6/8/2021 6:40,47,257
6/8/2021 6:45,47,257
6/8/2021 6:50,47,257
6/8/2021 6:55,47,257
6/8/2021 7:00,47,256
6/8/2021 7:05,47,256
6/8/2021 7:10,47,256
6/8/2021 7:15,47,255
6/8/2021 7:20,47,256
6/8/2021 7:25,47,256
6/8/2021 7:30,47,255
6/8/2021 7:35,47,255
6/8/2021 7:40,47,255
6/8/2021 7:45,47,254
6/8/2021 7:50,47,254
6/8/2021 7:55,47,254
6/8/2021 8:00,47,253
6/8/2021 8:05,47,253
6/8/2021 8:10,47,253
6/8/2021 8:15,47,253
6/8/2021 8:20,47,252
6/8/2021 8:25,47,252
6/8/2021 8:30,47,252
6/8/2021 8:35,47,252
6/8/2021 8:40,47,251
6/8/2021 8:45,47,251
6/8/2021 8:50,47,251
6/8/2021 8:55,47,251
6/8/2021 9:00,47,251
6/8/2021 9:05,47,250
6/8/2021 9:10,47,250
6/8/2021 9:15,47,250
6/8/2021 9:20,47,250
6/8/2021 9:25,47,249
6/8/2021 9:30,47,249
6/8/2021 9:35,47,249
6/8/2021 9:40,47,248
6/8/2021 9:45,47,248
6/8/2021 9:50,47,249
6/8/2021 9:55,47,248
6/8/2021 10:00,47,247
6/8/2021 10:05,47,248
6/8/2021 10:10,47,247
6/8/2021 10:15,47,247
6/8/2021 10:20,47,247
6/8/2021 10:25,47,247
6/8/2021 10:30,47,246
6/8/2021 10:35,47,246
6/8/2021 10:40,47,246
6/8/2021 10:45,47,245
6/8/2021 10:50,47,245
6/8/2021 10:55,47,245
6/8/2021 11:00,47,245
6/8/2021 11:05,47,244
6/8/2021 11:10,47,244
6/8/2021 11:15,47,244
6/8/2021 11:20,47,243
6/8/2021 11:25,47,244
6/8/2021 11:30,47,243
6/8/2021 11:35,47,243
6/8/2021 11:40,47,242
6/8/2021 11:45,47,242
6/8/2021 11:50,47,242
6/8/2021 11:55,47,242
6/8/2021 12:00,47,241
6/8/2021 12:05,47,241
6/8/2021 12:10,47,241
6/8/2021 12:15,47,240
6/8/2021 12:20,47,240
6/8/2021 12:25,47,240
6/8/2021 12:30,47,239
6/8/2021 12:35,47,239
6/8/2021 12:40,47,239
6/8/2021 12:45,47,239
6/8/2021 12:50,47,238
6/8/2021 12:55,47,238
6/8/2021 13:00,47,238
6/8/2021 13:05,47,237
6/8/2021 13:10,47,237
6/8/2021 13:15,47,236
6/8/2021 13:20,47,236
6/8/2021 13:25,47,236
6/8/2021 13:30,47,236
6/8/2021 13:35,47,235
6/8/2021 13:40,47,235
6/8/2021 13:45,47,235
6/8/2021 13:50,47,235
6/8/2021 13:55,47,234
6/8/2021 14:00,47,234
6/8/2021 14:05,47,234
6/8/2021 14:10,47,233
6/8/2021 14:15,47,233
6/8/2021 14:20,47,233
6/8/2021 14:25,47,233
6/8/2021 14:30,47,233
6/8/2021 14:35,47,232
6/8/2021 14:40,47,232
6/8/2021 14:45,47,232
6/8/2021 14:50,47,231
6/8/2021 14:55,47,231
6/8/2021 15:00,47,230
6/8/2021 15:05,47,231
6/8/2021 15:10,47,230
6/8/2021 15:15,47,230
